#{"t_start": 1765431048.1975052, "env_id": "group5-env-v0"}
r,l,t
6.356845,17,3486.863336
-0.409299,4,3487.011821
9.110772,22,3487.692458
-0.240911,4,3487.85627
-0.338704,3,3487.998682
8.782784,24,3488.885259
9.343627,23,3489.641954
-0.731095,2,3489.712623
-1.361137,1,3489.756641
1.275456,8,3490.10869
8.937881,23,3490.976674
3.118432,17,3491.679356
5.068363,17,3492.381002
-0.487836,4,3492.552154
9.695944,23,3493.310464
0.333724,4,3493.476482
8.918948,24,3502.165504
6.103506,20,3502.886203
0.05892,5,3503.086481
8.824222,22,3503.823919
1.779891,10,3504.184515
8.840415,24,3505.085133
4.301007,15,3505.664814
2.811355,10,3506.051292
9.157515,22,3507.001941
8.868161,22,3507.69893
9.529754,22,3508.495934
0.292706,4,3508.654431
9.104007,22,3509.457985
-0.483595,3,3509.557949
-0.484641,4,3509.715114
8.830715,24,3510.639731
-1.360802,1,3510.690298
10.789018,23,3511.501869
-1.361154,1,3511.546082
-0.974741,3,3511.675504
-0.03129,5,3511.859409
9.264895,22,3512.705324
0.629562,5,3512.921426
9.421001,21,3513.738622
0.755641,5,3513.913878
-0.638967,4,3514.085135
8.414899,23,3514.979623
8.972221,22,3515.743585
1.742928,7,3515.980537
10.0844,23,3516.844227
1.240067,9,3517.188644
-1.357895,1,3517.231677
10.41305,23,3518.082569
-0.579567,4,3518.249544
0.368106,4,3518.423898
9.319397,23,3519.276169
-0.78512,5,3519.458358
1.612675,11,3519.816783
-0.005829,6,3520.075953
-0.199804,5,3520.277753
9.777069,21,3520.948477
9.199606,23,3521.829252
8.983438,22,3522.667911
-0.298256,5,3522.831846
-0.26428,3,3522.93559
-0.499791,4,3523.071356
2.323193,10,3523.472261
1.123319,6,3523.739718
8.849875,23,3524.457745
9.451916,22,3525.184433
10.544838,21,3525.871505
0.874973,8,3526.167534
9.859212,22,3526.979893
7.873728,23,3527.829996
8.598535,24,3528.657056
-0.037053,5,3528.881795
9.061469,22,3529.584869
3.00398,11,3529.981719
2.862734,12,3530.467609
9.063611,22,3531.300521
9.310828,21,3532.015404
2.449009,13,3532.473475
8.574211,23,3533.339633
9.599727,23,3534.193249
-0.359961,6,3534.454798
10.67244,18,3535.092758
4.9751,16,3535.757693
10.155919,22,3536.638426
5.746185,19,3537.328265
-0.488976,4,3537.473732
1.288495,8,3537.800116
-1.210565,1,3537.835257
8.640681,22,3538.653066
3.959049,16,3539.274306
1.072117,6,3539.543675
2.455801,11,3539.978407
9.088036,21,3540.799599
8.906197,23,3541.750991
0.267691,6,3542.076367
0.492361,7,3542.342032
3.980714,14,3542.868679
8.76792,24,3543.760054
8.999457,24,3544.571431
10.498173,22,3545.386942
-1.170587,2,3545.452984
9.518905,22,3546.230861
-1.361483,1,3546.264394
2.216156,11,3546.689314
1.34543,9,3547.00404
0.197133,7,3547.243048
8.764211,23,3548.174593
1.034217,6,3548.378801
1.472676,9,3548.708436
1.891445,11,3549.082987
10.04453,22,3549.967368
8.318103,22,3550.735919
-0.998598,2,3550.803603
8.052636,23,3551.603135
0.904717,6,3551.820105
0.77955,6,3552.020657
4.431222,17,3552.66613
-0.987515,3,3552.801987
8.353819,24,3553.746449
8.900511,22,3554.527622
10.72455,23,3555.304888
-0.289038,4,3555.454646
0.32637,5,3555.636438
-0.637674,4,3555.789325
-0.598543,4,3555.963039
10.742556,22,3556.816484
1.160159,9,3557.140091
2.05405,8,3557.435692
1.713021,11,3557.879429
-1.356096,1,3557.919606
-0.851557,2,3558.009623
8.012564,23,3558.944811
2.991179,14,3559.446991
8.78595,24,3560.324532
8.813455,23,3561.067917
0.436668,8,3561.382846
-0.067366,5,3561.613088
-0.579817,2,3561.692182
0.167249,4,3561.874668
-0.783153,3,3561.989944
-0.603005,2,3562.061502
1.63497,8,3562.340538
8.620141,24,3563.220205
8.998976,24,3564.035905
9.544238,23,3564.92817
11.648652,17,3565.536959
-0.069068,6,3565.752445
0.199088,4,3565.907431
0.841342,9,3566.277223
-1.359855,1,3566.308262
9.945324,22,3567.127879
8.589719,19,3567.737923
0.63254,6,3567.963175
0.249753,6,3568.279207
-0.439746,5,3568.464992
0.568877,9,3568.799517
10.801938,19,3569.442236
9.616224,20,3570.200479
6.951367,21,3570.911231
2.32147,9,3571.2129
0.318513,4,3571.356858
2.897047,11,3571.756401
-0.845625,2,3571.84431
11.042671,22,3572.618062
-0.933497,2,3572.686695
0.367996,7,3572.923604
8.739752,22,3573.846624
8.868083,23,3574.748304
-1.361023,1,3574.78891
-0.202789,6,3574.983133
5.809546,19,3575.817126
4.320838,16,3576.318045
9.352026,23,3577.29464
9.135739,23,3585.879282
0.643057,7,3586.18587
-0.072462,6,3586.491574
8.408622,24,3587.638645
-0.186103,3,3587.761859
0.762536,6,3587.988862
3.443894,13,3588.433273
-0.325468,3,3588.530997
9.654658,23,3589.507456
9.607524,21,3590.182285
8.349767,24,3590.994848
1.619453,8,3591.353967
7.02752,21,3592.157017
8.914098,22,3592.991668
9.215026,23,3593.786976
2.181338,7,3594.063311
9.979175,23,3595.089221
9.217797,23,3596.066407
-1.207512,1,3596.116534
9.993851,21,3597.015735
0.816777,7,3597.322705
-1.167461,2,3597.400307
3.473589,12,3597.82683
0.893242,8,3598.192746
8.504256,24,3599.114647
10.725285,22,3600.028711
9.755024,23,3600.858342
-0.065261,6,3601.092561
10.556353,23,3602.077709
0.935164,7,3602.342553
4.28656,16,3602.888265
10.556143,23,3603.74176
-0.180029,5,3603.93429
9.668286,22,3604.761666
0.444735,7,3605.06243
5.501606,16,3605.665458
1.798196,10,3606.016039
9.122159,23,3606.80706
5.173984,17,3607.437914
9.235367,22,3608.17091
8.828566,23,3608.997623
0.596998,5,3609.192169
-1.358989,1,3609.230271
0.761462,7,3609.497581
5.538685,20,3610.167975
9.633003,23,3611.059309
-0.242789,4,3611.21651
0.957278,7,3611.502357
0.864109,7,3611.752056
8.604233,23,3612.588978
0.700207,6,3612.810436
0.410943,7,3613.052814
2.555555,9,3613.429014
1.692532,11,3613.877893
0.223934,6,3614.102157
9.554834,21,3614.891649
0.746157,6,3615.092518
7.391662,21,3615.994272
9.748277,20,3616.728029
1.0185,6,3616.955892
1.500896,7,3617.272691
0.610665,8,3617.586616
-0.284839,4,3617.746132
1.694786,10,3618.12451
9.152414,23,3618.827916
-0.483455,4,3618.979246
8.766449,22,3619.802685
9.623605,21,3620.582342
3.27746,11,3621.003541
2.163007,8,3621.339714
5.236427,13,3621.799825
0.252528,7,3622.07878
9.105329,21,3622.862243
1.153711,10,3623.232678
-0.709876,2,3623.326337
8.640756,23,3624.038062
2.618266,8,3624.357401
-0.433858,5,3624.575751
-1.361045,1,3624.627128
0.980297,8,3628.176953
9.276801,22,3628.953826
9.503917,20,3629.606949
8.208277,23,3630.423146
8.740207,22,3631.236164
-1.605946,1,3631.282678
9.65659,22,3632.172065
0.890271,7,3632.414998
9.430906,23,3633.17264
1.235591,9,3633.504506
8.893836,23,3634.415963
1.38087,8,3634.677938
9.809368,22,3635.47378
-1.165194,1,3635.514819
8.820319,23,3636.364359
8.930909,23,3637.218301
7.569286,21,3638.022336
9.286588,19,3638.653198
0.60807,5,3638.879521
-0.085422,5,3639.067348
10.40145,23,3639.922386
0.882614,7,3640.160879
2.843283,10,3640.543712
1.583309,8,3640.91239
4.067759,14,3641.419855
0.590849,8,3641.724019
-0.151421,3,3641.829304
1.268195,10,3642.204097
-0.85045,2,3642.298866
9.669795,20,3643.151483
2.643482,9,3643.436358
9.770489,21,3644.252709
-0.248708,4,3644.445335
1.62517,11,3644.811556
9.248584,22,3645.724614
11.301089,20,3646.549412
6.437001,19,3647.26666
9.805907,23,3648.088757
8.909499,23,3648.860477
0.692089,7,3649.152119
2.846885,9,3649.461222
8.689156,24,3650.383271
6.093021,16,3650.94844
8.536709,23,3651.767881
1.337389,9,3652.089223
4.207214,16,3652.635074
8.793713,23,3653.528112
6.227894,19,3654.234065
-1.360542,1,3654.282111
9.166731,22,3655.064044
-0.693943,2,3655.139128
3.504871,15,3655.661476
0.863526,9,3655.943945
-0.895781,2,3656.032019
9.869535,21,3656.827775
8.997602,21,3657.513518
8.829565,22,3658.395637
9.887434,22,3659.145118
10.569364,21,3659.862774
-0.068317,6,3660.079324
1.616256,9,3660.400829
8.267008,23,3661.157525
-1.021145,2,3661.219092
9.969557,23,3662.117716
10.216663,23,3662.935547
0.768681,8,3663.220685
3.681772,11,3663.635289
1.34174,7,3663.926276
8.71667,23,3664.707993
10.981618,20,3673.376173
2.115048,12,3673.821269
-0.253865,4,3673.972407
0.455867,6,3674.178865
8.64642,23,3675.120864
8.749677,23,3675.983301
10.459257,22,3676.837752
10.57686,20,3677.687375
0.162694,6,3677.909371
9.663217,22,3678.669723
9.269629,20,3679.294167
-0.851623,2,3679.368256
8.96459,24,3680.216328
8.79741,23,3681.086821
4.881372,16,3681.596612
0.755432,7,3681.860926
0.992393,9,3682.223463
10.456358,22,3682.978063
9.444633,23,3683.737301
9.110616,23,3684.513102
7.947062,22,3685.297717
9.271853,24,3686.253624
1.194837,6,3686.476196
6.32707,18,3687.125791
1.512753,6,3687.439266
8.76893,24,3688.501912
0.922993,5,3688.745132
-0.212607,6,3688.994317
9.082342,23,3689.976415
0.993051,9,3690.310096
8.506858,23,3691.132631
3.379017,14,3691.697758
-0.711976,2,3691.779348
9.063516,22,3692.57868
2.256915,12,3693.097027
9.772577,21,3693.916146
10.192239,23,3694.911413
0.557806,4,3695.083721
-1.353724,1,3695.130449
1.481268,7,3695.40618
5.288078,19,3696.189804
1.673201,8,3696.501591
9.633836,20,3697.293045
8.675782,22,3698.239827
10.770702,22,3699.005129
-0.019996,5,3699.181868
10.32808,22,3699.929078
1.209182,8,3700.225296
-0.699164,2,3700.3354
8.285999,23,3701.142471
-0.983361,3,3701.251934
1.151536,9,3701.618929
10.826632,21,3702.358828
1.477018,11,3702.725623
8.444743,22,3703.513606
5.986355,19,3704.308062
-0.053183,7,3704.555295
2.413881,10,3704.885525
-0.072942,4,3705.031854
8.673328,24,3706.031584
9.227479,21,3706.851221
-0.162858,6,3707.085466
-0.857646,2,3707.173573
-0.850771,2,3707.268248
10.486374,19,3707.993671
1.009883,9,3708.328107
-0.434889,5,3708.546083
1.019713,9,3708.890391
8.876726,21,3709.665197
0.055944,4,3709.810348
5.377775,16,3710.446531
10.523555,22,3711.430048
7.597092,20,3712.232
10.203208,21,3713.095741
9.161697,23,3714.023066
8.425707,24,3715.049736
9.590589,23,3715.975157
9.20174,22,3716.941398
9.698012,20,3717.673279
9.260869,22,3718.535258
8.801675,23,3719.439021
8.366669,23,3720.211791
0.535147,7,3720.51856
9.035144,23,3721.25648
3.166143,15,3721.786577
-1.162857,2,3721.884378
9.127252,23,3722.873785
0.595857,7,3723.162255
5.376159,17,3724.108403
2.929924,14,3724.92156
-1.204563,1,3724.974132
-1.210899,1,3725.036755
2.138152,9,3725.470167
8.393934,23,3726.441423
9.756572,22,3727.197857
6.27114,22,3727.976503
10.421195,23,3728.808712
4.710203,13,3729.400629
1.784787,11,3729.798912
9.690117,22,3730.646262
2.336944,11,3731.078672
0.996528,9,3731.477479
2.766059,13,3731.937511
9.210679,22,3732.797798
8.371251,23,3733.632367
2.90351,13,3734.117432
0.101843,6,3734.369981
4.328739,15,3734.967638
1.077233,9,3735.346389
8.9589,23,3736.134128
8.847107,24,3737.00471
1.155275,7,3737.348022
8.748698,23,3738.120018
-0.706132,2,3738.193117
9.303866,21,3739.001165
9.533374,22,3739.733286
-1.213173,1,3739.783895
-0.828467,3,3739.93063
8.83991,23,3740.776915
-0.120335,5,3740.963671
-0.489353,3,3741.091309
-0.955027,2,3741.160585
1.673636,11,3741.539668
11.564056,19,3742.227168
0.032384,4,3742.412273
0.085303,3,3742.519565
8.019971,21,3743.359671
-0.080514,4,3743.540516
9.385181,23,3744.295454
-0.731265,3,3744.41152
11.447835,21,3745.237087
-0.636704,4,3745.423395
9.03625,23,3746.340535
9.667885,23,3747.289108
-1.206594,1,3747.329158
2.604777,12,3747.798783
1.564598,8,3748.103027
8.90897,23,3748.994137
-0.050144,6,3749.225454
1.288261,9,3749.535791
0.052512,4,3749.687002
5.391334,19,3750.452336
8.776775,22,3751.281662
9.013088,20,3751.983572
-0.682157,3,3752.087183
-0.215727,5,3752.311971
2.908171,9,3760.884736
9.924029,22,3761.627798
10.09794,20,3762.416297
8.793233,23,3763.225315
1.251157,9,3763.575152
9.504239,23,3764.387993
8.750175,24,3765.193459
5.485763,19,3765.960434
0.621399,6,3766.186405
7.958878,23,3767.044229
9.768982,22,3767.875127
8.788642,23,3768.648351
9.340447,21,3769.469983
9.4432,21,3770.145254
5.376941,16,3770.748133
8.614722,23,3771.590049
5.222794,16,3772.218702
-0.835398,3,3772.356353
9.018111,23,3773.171762
1.759598,8,3773.492105
9.293054,22,3774.324546
8.965891,23,3775.233623
9.080657,23,3776.122153
10.172076,22,3777.000608
1.853582,11,3777.473738
8.183418,23,3778.399129
-0.341732,4,3778.565378
11.075011,19,3779.262343
9.591451,23,3780.069854
1.046564,7,3780.357616
1.454783,10,3780.691216
6.800555,18,3781.32649
9.354175,22,3782.241512
-0.130626,7,3782.505779
-0.132492,5,3782.676054
10.246103,17,3783.297712
9.934913,23,3784.180325
0.377781,7,3784.461672
-0.703156,2,3784.545783
9.24893,23,3785.344292
0.867946,8,3785.699778
3.637748,15,3786.257893
0.697632,9,3786.580232
2.259781,9,3786.990325
-0.978266,3,3787.109803
3.0346,15,3787.740215
-0.470143,3,3787.864374
0.321295,7,3788.134892
1.046087,5,3788.318397
3.619191,10,3788.703738
1.403692,6,3789.004968
8.500908,22,3789.885414
4.015243,14,3790.396956
0.435987,8,3790.740737
1.180917,10,3791.141061
1.163102,8,3791.43838
-0.192243,6,3791.669652
3.326342,14,3792.207679
0.024465,7,3792.447524
0.590687,7,3792.71175
8.88792,21,3793.546066
9.560343,23,3794.330708
8.684507,23,3795.180972
9.967027,22,3795.959568
9.123161,23,3796.822488
0.475448,7,3797.102078
0.746631,6,3797.39051
1.427356,8,3797.727934
0.913491,6,3797.968535
-0.179563,4,3798.145424
8.400568,24,3798.963865
-0.850792,2,3799.049591
-0.646788,3,3799.171642
-0.791842,3,3799.285918
8.568397,23,3800.231036
8.827465,23,3801.113917
0.276284,6,3801.332555
-0.702511,2,3801.400251
10.713254,20,3802.166738
9.200815,21,3803.047578
9.349703,22,3803.966408
8.560151,23,3804.748591
4.446447,14,3805.345824
0.463168,7,3805.605438
2.792073,10,3805.949466
0.149264,4,3806.080755
1.908073,10,3806.404773
-1.355621,1,3806.440273
-0.228411,5,3806.640667
9.845211,23,3807.632218
4.027228,14,3808.150696
9.337552,22,3808.910181
10.192966,21,3809.705661
0.839114,9,3809.999521
0.014224,7,3810.242573
4.43605,14,3810.878929
10.360136,23,3811.681713
9.393076,22,3812.518982
6.778463,18,3813.266231
-0.695694,3,3813.368628
0.92641,5,3813.549305
-0.99869,2,3813.617505
10.471624,22,3814.525026
8.972574,24,3815.407947
1.404538,9,3815.803843
1.34939,6,3816.067439
2.010253,7,3816.336698
3.720549,15,3816.926875
9.394458,23,3817.771343
-0.703912,2,3817.863419
1.577713,6,3818.097379
1.004774,8,3818.379608
9.976795,22,3819.172564
-0.694109,3,3819.311845
1.14142,10,3819.725397
1.528229,9,3820.103741
-0.485843,4,3820.250681
10.162982,22,3821.083862
0.271781,7,3821.358068
1.137287,9,3821.719277
0.605629,8,3822.007396
12.106729,20,3822.758484
1.594257,9,3823.13052
-1.207321,1,3823.172093
-1.208506,1,3823.215441
1.859241,9,3823.577815
1.705996,9,3823.898314
9.027112,22,3824.637707
8.91641,23,3825.479069
9.112917,23,3826.328589
-0.298031,4,3826.476346
9.333653,24,3827.514241
0.137497,6,3827.744176
-1.166202,2,3827.821747
8.85481,23,3828.78448
8.792704,23,3829.581585
4.254633,16,3830.248034
-0.784364,3,3830.387801
11.027564,20,3831.077191
1.189628,6,3831.310924
1.40785,10,3831.712972
1.024465,9,3832.062196
9.178281,23,3832.870058
9.203905,21,3833.61713
9.414424,23,3836.219413
10.358276,23,3837.267426
0.255323,7,3837.593251
1.898789,11,3838.105381
1.055584,10,3838.554384
9.392742,23,3839.449358
5.289111,19,3840.127637
4.005991,14,3848.955838
-0.425959,4,3849.119169
9.398293,23,3850.047174
2.449251,10,3850.411516
1.770376,8,3850.776046
10.147436,21,3851.497803
2.315332,7,3851.757555
11.262001,22,3852.637718
11.177627,20,3853.484926
10.184224,22,3854.266059
9.368802,23,3855.062891
-0.642062,3,3855.182078
-0.988982,3,3855.317748
2.384337,9,3855.624659
9.033113,22,3856.520364
-0.005162,6,3856.727648
11.102058,19,3857.370196
0.208885,4,3857.511557
0.467343,5,3857.74989
9.674381,19,3858.430951
10.838878,21,3859.243748
-0.119386,4,3859.400593
-0.230873,3,3859.523559
2.311179,8,3859.819862
-0.640853,4,3859.958369
0.311205,5,3860.159863
3.492912,10,3860.49823
10.922776,21,3861.213566
0.48403,5,3861.443934
0.243844,6,3861.699556
0.678617,8,3861.988481
0.594089,5,3862.197012
9.501228,23,3863.039644
1.9131,8,3863.354291
10.522357,23,3864.121246
8.567788,23,3864.951263
9.814089,22,3865.965221
9.235863,24,3866.969756
9.814495,20,3867.710941
1.195292,9,3868.016793
1.764965,10,3868.361655
1.168749,6,3868.612952
2.349338,10,3869.055978
0.27863,6,3869.311522
-0.678394,3,3869.422503
-1.009256,2,3869.495591
0.670887,6,3869.711656
4.284162,15,3870.224296
0.204436,4,3870.412182
-1.023964,2,3870.511117
9.791488,22,3871.381261
2.356209,10,3871.724685
10.721072,23,3872.657501
1.059792,6,3872.88988
1.851116,8,3873.216413
0.679123,6,3873.449013
-1.356757,1,3873.485548
10.439077,21,3874.291145
0.369651,7,3874.598917
-0.14576,5,3874.790881
-1.362202,1,3874.831438
0.503542,6,3875.082875
0.050097,5,3875.274291
-1.211825,1,3875.310212
0.458013,5,3875.511052
1.282557,10,3875.901423
5.367466,19,3876.645462
2.188201,8,3876.935993
5.258696,18,3877.569461
3.796648,15,3878.111187
-0.639111,4,3878.268514
3.264127,14,3878.758219
10.950376,20,3879.626253
8.676423,23,3880.490787
-0.054164,4,3880.646203
-0.297457,5,3880.864738
2.723104,8,3881.177888
-0.450455,3,3881.289766
9.706383,24,3882.224345
10.724711,21,3882.989429
0.619786,8,3883.329476
9.024275,22,3884.029728
0.366196,7,3884.261933
-1.194324,1,3884.308508
1.772446,7,3884.608598
-0.121582,7,3884.914533
3.957076,14,3885.456174
10.212288,22,3886.126609
9.415121,24,3887.029706
10.027285,21,3887.753684
4.089907,11,3888.160076
-0.42978,5,3888.358307
0.285237,6,3888.577812
-0.679138,3,3888.703572
-1.168433,2,3888.793294
-0.851089,2,3888.880936
10.585467,23,3889.648437
9.359399,22,3890.569993
1.952083,7,3890.818479
8.612378,23,3891.638473
0.218293,4,3891.830311
1.153915,7,3892.088375
2.952593,10,3892.493047
9.334608,24,3893.236114
9.270905,22,3894.036549
9.938464,20,3894.897266
-1.165195,2,3894.989093
-0.479747,3,3895.11425
9.400392,19,3895.863752
0.784958,6,3896.093733
0.43473,5,3896.300826
8.727198,22,3897.273675
-1.211694,1,3897.312716
1.958918,11,3897.718144
9.109732,21,3898.487911
8.875435,20,3899.315559
9.97642,21,3900.076116
8.727278,23,3900.995039
5.977104,13,3901.534947
8.556174,24,3902.37729
9.394324,24,3903.335326
0.848101,8,3903.63122
5.429664,16,3904.276111
8.019409,22,3905.012469
8.345106,23,3905.944648
0.959515,5,3906.141002
9.300103,23,3906.874147
5.29737,18,3907.427572
-0.388509,5,3907.651532
9.085659,24,3908.528684
8.35003,23,3909.504775
5.361915,16,3910.14874
1.17928,8,3910.446675
1.694051,7,3910.705381
8.805974,22,3911.547155
-0.286175,5,3911.715356
-1.208393,1,3911.756899
2.141561,7,3911.993881
0.208698,4,3912.141801
-0.644989,3,3912.246894
11.317449,18,3912.892297
10.386299,20,3913.872527
8.878688,23,3914.766075
-0.833852,3,3914.886917
9.773151,22,3915.640598
9.464657,22,3916.545241
3.905585,12,3916.990957
1.294461,10,3917.417786
2.694138,12,3917.867397
-0.644322,3,3917.980795
5.768943,14,3918.500516
4.922168,18,3919.215315
8.953389,24,3920.075178
9.97155,18,3920.706128
-0.702453,2,3920.774196
4.651471,18,3921.395461
4.419367,13,3921.992539
10.729936,19,3922.711453
6.283678,17,3923.317559
8.644377,23,3924.245814
8.725319,23,3925.062777
1.561508,8,3925.411287
10.475139,23,3926.221103
9.348859,20,3934.728454
8.946813,23,3935.595305
-0.480355,4,3935.723439
1.326398,6,3935.912405
5.096481,16,3936.509161
1.695249,10,3936.936217
0.292538,4,3937.098464
8.429616,22,3937.897699
11.235294,23,3938.845585
0.801638,8,3939.137434
8.511421,23,3939.856079
9.153924,23,3940.797079
-0.755607,2,3940.890099
8.708065,23,3941.748426
2.772653,14,3942.381124
0.379905,4,3942.587109
8.843661,21,3943.292125
9.041887,23,3944.117778
9.245264,19,3944.770812
9.233523,23,3945.490765
-0.365324,3,3945.625162
9.17828,21,3946.639334
4.94135,17,3947.349581
10.018038,21,3948.226703
0.848975,8,3948.544523
1.460518,10,3948.91421
-0.704981,2,3949.003342
0.826622,7,3949.333401
0.364325,4,3949.543516
0.49932,6,3949.781312
9.194278,23,3950.63972
-0.529558,4,3950.80804
0.490045,7,3951.101355
9.259554,22,3951.942264
-0.2937,5,3952.130233
-1.202605,1,3952.173486
0.898993,5,3952.341292
0.843988,5,3952.504458
9.09962,24,3953.40998
10.363388,21,3954.225168
0.246901,6,3954.456144
0.706795,7,3954.75166
1.541821,9,3955.160471
0.570019,7,3955.458149
9.431104,21,3956.345512
-0.411776,4,3956.504022
10.6083,19,3957.313751
5.441953,18,3958.107328
0.329383,5,3958.359608
1.079922,9,3958.750456
-0.969884,2,3958.854814
10.19856,22,3959.683018
-1.362102,1,3959.722797
0.213391,4,3959.882137
0.740664,9,3960.214991
-0.754894,2,3960.309824
9.390565,20,3961.122175
0.522218,6,3961.365082
10.265353,22,3962.225814
8.944033,20,3962.976862
-0.848792,2,3963.056761
10.378701,22,3963.976754
-0.134671,5,3964.241337
-0.056658,6,3964.512528
8.945945,23,3965.462483
10.140923,20,3966.215389
1.859087,7,3966.502686
5.937546,15,3967.003685
8.717104,22,3967.902702
8.917399,22,3968.62819
0.482609,7,3968.902587
9.237655,23,3969.861851
1.550074,6,3970.080309
8.80018,21,3970.907327
7.588164,19,3971.634071
0.210807,4,3971.776391
2.437635,10,3972.095788
1.824053,11,3972.461809
-0.283513,5,3972.671403
0.291696,9,3973.07734
9.738927,24,3973.976487
8.028908,22,3974.782952
0.517504,6,3975.046664
3.792789,15,3975.579169
-0.711749,2,3975.668332
8.83263,23,3976.656555
-1.289283,1,3976.697105
0.349881,6,3976.923037
-0.852389,2,3976.996797
0.954795,8,3977.306476
8.462114,22,3978.103112
2.148753,8,3978.495542
10.463486,21,3979.294657
3.807113,15,3979.861263
8.793584,22,3980.608835
0.32426,6,3980.851086
8.916251,22,3981.570555
1.105212,8,3981.952195
-0.182686,3,3982.096375
0.459822,8,3982.351841
5.611834,18,3983.030277
0.810676,6,3983.283835
0.635651,5,3983.492315
-0.62587,4,3983.685788
0.883674,5,3983.873894
10.15037,23,3984.750623
9.253338,21,3985.563893
9.840037,19,3986.458434
8.473151,22,3987.342264
10.985341,21,3988.17709
8.418213,24,3989.131827
10.125881,22,3989.905373
1.545806,10,3990.292757
8.929656,23,3991.082
9.246755,22,3991.927727
10.155926,21,3992.737211
0.607484,8,3993.180371
9.482435,21,3993.969
-1.359698,1,3994.009986
9.152736,22,3994.851811
10.602627,22,3995.704648
10.901671,22,3996.553444
8.74486,22,3997.425918
9.885027,21,3998.282239
11.363934,18,3998.894732
11.154881,21,3999.770273
9.168793,23,4000.595734
2.882215,11,4001.020559
-1.35859,1,4001.054724
1.209113,6,4001.24929
2.969213,11,4001.706978
-0.273624,5,4001.928374
10.96792,22,4002.769678
10.262496,22,4003.699331
8.433717,23,4004.545016
-1.000712,2,4004.622789
-0.430586,4,4004.76068
-1.21657,1,4004.802745
6.387275,19,4005.51711
-0.056027,6,4005.772026
9.116272,22,4006.501889
7.127774,21,4007.367225
10.49728,20,4008.006317
-0.646089,3,4008.11317
9.042138,22,4008.926528
1.741289,10,4009.357305
0.529748,8,4009.633985
9.727206,21,4010.385374
8.563922,22,4011.258815
0.646484,6,4011.500338
6.492844,13,4011.997628
2.080142,7,4012.29694
9.878155,16,4012.897426
9.112887,23,4013.737855
11.190901,18,4022.948321
2.779467,9,4023.285061
10.515748,22,4024.034055
1.761502,6,4024.286438
0.285179,5,4024.504941
9.706483,22,4025.290942
10.312651,18,4025.962116
9.126504,23,4026.899779
0.263189,4,4027.05132
9.893615,23,4027.992209
9.213387,21,4028.748879
1.330374,6,4028.956802
9.083829,22,4029.875362
4.286055,16,4030.50132
-0.332661,3,4030.621336
-0.636581,3,4030.742276
9.8192,19,4031.493505
1.950434,10,4031.864531
9.267304,22,4032.681529
3.226046,11,4033.162555
-0.853075,2,4033.244952
8.938339,21,4034.025665
9.741378,23,4034.855663
0.197158,4,4035.018494
9.854281,22,4035.803013
0.431229,5,4036.006121
1.264596,6,4036.21407
0.873812,5,4036.413845
10.86436,19,4037.145938
9.850777,20,4037.852938
0.720846,7,4038.1642
9.414728,23,4039.151869
9.498002,22,4039.978848
1.800136,7,4040.243472
1.002162,7,4040.543439
8.855466,24,4041.395337
1.945525,11,4041.79444
8.412895,23,4042.628735
0.918352,8,4042.968964
0.061876,4,4043.116667
6.19737,16,4043.766393
5.431743,23,4044.695623
5.979377,15,4045.234358
7.832904,19,4046.017952
11.007417,22,4046.920195
1.139559,5,4047.12275
3.451612,12,4047.710009
9.59216,18,4048.446887
2.078579,9,4048.872749
-0.731775,2,4048.958452
-0.297971,4,4049.109349
0.038793,4,4049.27044
1.592482,8,4049.601427
-0.328702,3,4049.742838
0.430704,4,4049.890522
1.88357,9,4050.210346
0.975543,7,4050.463208
0.857237,7,4050.725079
9.676004,23,4051.643461
10.578016,23,4052.427282
2.224045,10,4052.81488
2.604418,10,4055.677176
10.635736,21,4056.465249
0.665208,8,4056.853478
0.314198,5,4057.04697
1.891819,11,4057.492376
9.077367,23,4058.434741
0.768451,7,4058.748807
1.149805,9,4059.110192
3.308233,14,4059.653059
0.4806,4,4059.797652
1.28835,5,4060.001123
0.709105,6,4060.275829
3.919596,14,4060.824828
-1.212778,1,4060.869929
8.950176,22,4061.581219
0.733723,7,4061.92291
8.884789,20,4062.681371
8.949603,23,4063.426866
-0.224779,5,4063.661355
3.795105,15,4064.31778
2.242995,10,4064.673614
9.127166,21,4065.504907
-0.676373,3,4065.604168
0.709534,5,4065.791501
-0.860705,2,4065.888225
10.3767,20,4066.66952
-0.176809,3,4066.78945
-0.484626,3,4066.907792
1.642195,9,4067.236145
7.610427,15,4067.880601
1.319807,10,4068.220805
1.170761,8,4068.516077
1.436438,6,4068.73818
3.016748,9,4069.133203
1.651489,10,4069.580956
0.487684,5,4069.756442
8.572697,21,4070.607226
9.692919,20,4071.4481
5.573741,15,4071.979947
9.221201,22,4072.788557
0.1686,4,4072.944697
-0.854357,2,4073.030798
0.210894,6,4073.265384
-0.34237,4,4073.401892
1.620887,11,4073.795339
5.627225,16,4074.398905
2.068735,9,4074.843184
0.711817,5,4075.069992
-0.090003,4,4075.226648
11.55022,22,4076.113339
0.46792,4,4076.336643
1.255443,11,4076.850351
2.667142,10,4077.275785
8.901732,24,4078.336879
-1.35878,1,4078.392344
-0.42833,4,4078.577036
11.131804,20,4079.331347
10.648709,20,4080.157902
9.870218,20,4080.842502
2.02481,11,4081.29429
0.893366,7,4081.541485
0.197304,7,4081.824981
