#{"t_start": 1765424035.0336254, "env_id": "group5-env-v0"}
r,l,t
10.994672,23,3879.454391
4.913106,15,3880.063154
9.310122,23,3880.945389
12.145793,19,3881.608158
10.26675,23,3882.466954
10.727829,21,3883.190169
-0.709979,2,3883.257701
0.174038,6,3883.441387
0.766909,5,3883.626246
10.672912,22,3884.41736
10.514585,22,3885.09991
9.904631,24,3886.038296
11.082083,20,3886.720028
7.807228,17,3887.482693
4.615249,10,3887.830763
9.592858,22,3888.536462
4.843927,14,3889.045064
10.347704,20,3889.772425
9.835839,23,3890.645085
10.423684,21,3891.36649
9.288138,23,3892.323753
1.776827,8,3892.626823
10.813425,22,3893.401788
9.529748,23,3894.32989
9.450022,22,3895.177529
10.66948,22,3897.631847
-0.132037,5,3897.831097
8.43767,19,3898.516366
9.64582,24,3899.453376
10.855477,21,3900.403127
0.917887,7,3900.724194
4.198035,15,3901.330658
1.627287,9,3901.759153
1.647001,7,3902.020311
9.438926,22,3902.855979
1.524138,9,3903.197937
8.653904,23,3904.12045
9.572754,22,3904.901259
10.17479,22,3905.67964
11.301365,23,3906.49951
1.566072,9,3906.837173
-1.197197,1,3906.873179
10.651077,23,3907.597402
1.844377,10,3907.949739
1.33311,6,3908.217911
10.841102,19,3909.005375
0.21766,4,3909.15213
0.364068,4,3909.341806
2.180193,6,3909.59535
3.079469,9,3909.978266
3.848682,15,3910.471393
2.6879,11,3910.855407
9.575056,22,3911.585556
-0.266669,3,3911.703078
9.191475,24,3912.56636
10.792811,17,3913.236672
0.860133,7,3913.505233
-0.920271,2,3913.582242
1.099212,8,3913.870811
1.523797,6,3914.126349
2.243956,8,3914.55077
9.257069,23,3915.398296
9.483021,24,3916.395868
1.505477,8,3916.728555
0.65159,6,3916.935174
-0.968483,1,3916.979178
10.024851,23,3917.793937
9.701009,23,3918.541354
10.48631,20,3919.277004
11.487797,19,3921.063543
9.767578,22,3921.880605
10.59754,21,3922.685748
8.931489,23,3923.658072
9.327105,20,3924.55285
10.61948,20,3925.201778
9.502241,22,3925.975459
10.86867,23,3926.845329
1.370828,9,3927.178779
11.187514,19,3927.853507
2.581154,8,3928.180588
2.099004,10,3928.552949
-0.676867,3,3928.696975
-0.854019,2,3928.793168
2.163368,10,3929.240438
9.085751,24,3930.006017
9.144453,24,3930.97765
1.10372,5,3931.170454
8.692279,23,3931.837152
10.550186,23,3932.884043
9.933559,23,3933.738377
0.572852,7,3934.048311
11.387884,22,3934.841638
0.170712,5,3935.12373
9.421586,23,3936.053077
-0.85234,2,3936.124591
-0.704341,2,3936.194593
7.119648,19,3936.814307
-1.011286,2,3936.90182
0.058994,4,3937.039853
9.190788,24,3937.870943
-0.32792,3,3937.979456
11.992676,18,3938.674874
1.317449,7,3938.955736
-0.484149,4,3939.088253
-0.328445,4,3939.230278
11.482782,17,3939.880016
10.713578,20,3940.616391
9.841228,21,3941.377078
10.152192,23,3942.314296
8.888483,23,3943.18196
10.476094,20,3943.986072
0.296452,4,3944.12903
1.51215,9,3944.447587
-0.335223,3,3944.571275
2.924291,9,3944.974131
10.092686,22,3945.74051
1.349942,6,3945.935548
0.436713,8,3946.254518
-0.851692,2,3946.350039
0.220407,4,3946.549007
9.898162,24,3947.501704
9.419589,23,3948.15745
11.567589,19,3948.694613
9.589524,22,3949.296813
4.811884,12,3949.658535
11.632056,20,3950.223894
10.271911,22,3950.81824
-1.207348,1,3950.85224
9.462644,24,3951.457446
-0.65047,4,3951.564961
8.937999,21,3952.196644
4.893002,12,3952.55624
9.730603,23,3953.188494
9.903089,22,3953.857188
11.769075,20,3954.427703
10.59499,20,3955.0641
11.611805,18,3955.618962
8.499148,24,3956.227902
2.67838,10,3956.502222
5.447975,16,3956.922421
2.959895,8,3957.186755
9.920409,21,3957.700735
-0.86327,2,3957.75124
0.938697,5,3957.9094
11.846543,18,3958.39412
9.316395,24,3959.014645
2.744763,7,3959.223664
-0.85242,2,3959.286667
11.561863,19,3959.769586
11.763089,23,3960.401347
9.694664,22,3960.940435
11.172783,21,3961.561038
4.221446,15,3962.009545
9.690623,23,3962.57913
2.046352,9,3962.856356
0.299935,6,3963.022392
10.282504,20,3963.555871
10.187885,21,3964.109823
2.705888,12,3964.458489
-0.847541,2,3964.513
-0.698248,2,3964.567006
10.425112,22,3965.259045
1.113972,8,3965.485869
2.268873,12,3965.798251
0.769999,5,3965.937783
10.528092,19,3966.448926
9.336716,24,3967.08417
9.878976,23,3967.722434
9.444659,23,3968.396253
1.411698,6,3968.586034
-0.700162,2,3968.686321
10.737235,22,3969.291543
-0.694654,2,3969.346065
11.78142,23,3970.127242
9.894216,23,3970.820346
9.759564,21,3971.490185
9.041627,23,3972.133313
5.127699,16,3972.570341
4.901507,17,3973.040137
9.289194,24,3973.737393
-0.70724,2,3973.791229
10.705764,18,3974.288018
11.272104,23,3974.882369
0.368552,4,3975.012887
9.966888,22,3975.672744
1.369825,10,3975.946286
9.501056,22,3976.604123
10.294842,23,3977.165452
-1.214305,1,3977.199451
10.47475,24,3977.831887
0.200309,4,3977.9464
3.786887,12,3978.312975
8.464591,23,3978.910413
2.177593,9,3979.186661
10.177782,23,3979.836447
9.904561,24,3980.450347
10.441051,23,3981.186483
12.106136,18,3981.776332
9.596877,24,3982.446831
8.355607,24,3983.075477
9.906937,22,3983.716837
7.448727,21,3984.288072
11.690864,21,3984.926655
10.573103,22,3986.360115
9.598704,23,3986.960617
-0.704533,2,3987.026122
-0.173276,3,3987.119132
0.434721,8,3987.382677
2.881938,9,3987.666858
2.306533,10,3987.961407
9.79583,19,3988.559622
9.073998,23,3989.262391
-0.295908,4,3989.388907
11.078055,23,3990.094656
10.132521,22,3990.606858
0.504924,6,3990.799726
9.414867,23,3991.31897
9.575708,24,3991.940103
0.508233,4,3992.07014
11.983419,22,3992.736739
1.379252,8,3992.962291
0.216859,4,3993.082808
9.543846,21,3993.615474
11.877669,19,3994.106872
9.628529,22,3994.770347
11.199177,20,3995.353691
-0.25847,4,3995.483826
9.581238,23,3996.025239
-0.574413,2,3996.077761
8.607292,24,3996.76332
4.365819,15,3997.168026
-1.010147,2,3997.224063
10.885427,23,3997.873676
-0.196226,3,3997.952773
10.876095,20,3998.495908
-0.699049,2,3998.563431
10.500404,20,3999.16768
0.357997,4,3999.290195
10.911643,17,3999.76444
11.778188,23,4000.484906
-1.211401,1,4000.519911
1.581381,9,4000.773447
12.546828,19,4001.305789
11.223858,17,4001.869031
0.853708,7,4002.076621
-1.211208,1,4002.112622
-0.333264,3,4002.203135
4.881175,11,4002.523699
10.288937,20,4003.100324
11.344977,17,4003.597554
0.85794,6,4003.764598
10.980532,20,4004.311293
10.556964,23,4004.962424
0.447561,4,4005.091942
1.237153,5,4005.235667
9.664715,24,4005.838421
10.443857,22,4006.439144
9.622157,24,4007.025891
10.096503,22,4007.679556
1.418114,6,4007.872001
10.916725,23,4008.599339
0.908951,6,4008.772921
0.779956,5,4008.920443
9.148286,22,4009.542946
10.480015,19,4010.029768
2.581342,12,4010.357345
10.392746,23,4010.951649
0.254902,4,4011.059926
9.580605,24,4011.72341
2.578556,8,4011.943129
3.266672,9,4012.200163
10.303292,22,4012.816559
7.624527,14,4013.244123
11.301818,23,4013.806541
-1.354326,1,4013.835547
9.581716,23,4014.425593
6.820781,14,4014.825757
9.443967,23,4015.476377
11.168831,22,4016.133533
4.436748,16,4016.561933
9.464738,20,4017.147896
1.903638,6,4017.306415
1.359054,6,4017.479463
11.582469,22,4018.130426
10.144711,22,4018.741889
9.44443,22,4019.314258
2.105727,7,4019.502465
4.393199,14,4019.905084
9.145849,23,4020.514386
-0.089699,4,4020.633904
-0.337618,3,4020.711413
1.520426,8,4020.980203
-0.861897,2,4021.043203
9.746898,23,4021.73907
-0.849993,2,4021.806578
10.68415,23,4022.488966
9.067306,23,4023.097397
-0.130068,3,4023.179911
1.828462,7,4023.367615
9.953887,23,4024.101276
1.100502,9,4024.378749
9.714645,22,4024.944877
11.81838,21,4025.50925
10.363383,23,4026.072014
10.900575,22,4026.651313
6.842205,18,4027.069147
10.557051,20,4027.641242
2.428821,13,4027.991833
11.735513,21,4028.51115
0.000389,5,4028.67379
0.382967,4,4028.800644
9.895383,24,4029.511182
12.494791,19,4030.002603
0.930892,5,4030.154806
10.595101,22,4030.780028
4.070351,15,4031.136351
10.848639,19,4031.616527
2.13537,10,4031.870769
0.036438,4,4031.985846
-0.709286,2,4032.042853
9.343491,21,4032.618827
2.798384,9,4032.865377
5.540142,16,4033.239183
9.570282,22,4033.821028
9.730929,23,4034.354783
11.178891,23,4034.925512
-0.060236,3,4035.022027
11.569008,19,4035.546979
0.476516,7,4035.707999
4.714166,12,4036.021544
9.778521,23,4036.63131
9.265109,24,4037.322695
0.806402,8,4037.544503
7.082014,14,4037.895871
3.561157,14,4038.253421
-0.292463,3,4038.362977
10.554941,18,4038.872344
5.141319,17,4039.415686
2.092857,7,4039.629268
2.221826,8,4039.825369
-0.703421,2,4039.887886
3.053811,10,4040.164082
9.238849,20,4040.700357
9.511468,24,4041.259261
9.602206,24,4041.884714
10.275737,21,4042.476977
11.583548,21,4043.876015
-0.622665,4,4044.001524
10.467057,20,4044.502113
9.017989,22,4045.13021
2.138493,7,4045.301898
11.960439,16,4045.717449
-0.13236,5,4045.835965
10.963854,17,4046.226127
10.814275,21,4046.756701
9.130639,23,4047.400869
9.644607,19,4047.865774
9.710407,23,4048.523473
2.74083,8,4048.713489
11.662208,21,4049.236082
10.008289,22,4049.778225
0.247996,7,4050.014659
9.426377,22,4050.64316
9.763466,20,4051.151891
12.105925,19,4051.699357
-1.212003,1,4051.735356
2.611927,8,4051.95211
9.742055,22,4054.515866
-1.004484,2,4054.57938
1.418825,8,4054.826565
2.041588,7,4055.042596
9.638429,24,4055.62123
-0.197038,3,4055.701749
4.836157,15,4056.150807
11.926131,17,4056.644928
11.949567,19,4057.126013
11.999627,22,4057.730314
10.311366,23,4058.374647
-0.710082,2,4058.431647
2.263514,11,4058.720191
0.232954,5,4058.876796
3.916689,10,4059.166858
5.627786,16,4059.656933
9.248287,22,4060.169894
3.207044,9,4060.390521
10.320517,22,4060.995739
9.911787,24,4061.555277
11.695907,22,4062.175471
9.427905,22,4062.718804
-1.212613,1,4062.748318
1.254691,7,4062.940904
0.713047,6,4063.092942
-1.360016,1,4063.119945
8.194399,17,4063.606428
8.232767,14,4063.954574
10.431881,20,4064.48234
10.876191,18,4064.909721
2.268327,11,4065.193581
-0.832192,3,4065.286091
1.434618,8,4065.512633
10.905658,20,4066.041522
2.286083,7,4066.236541
1.352833,6,4066.373647
10.591257,23,4066.938343
-0.790386,2,4066.995856
9.608368,23,4067.630658
-1.2137,1,4067.657661
1.897686,11,4067.949785
-0.860129,2,4068.0083
9.734514,24,4068.690396
3.811415,10,4068.96767
10.671676,18,4069.495849
-1.205861,1,4069.525852
10.522399,19,4070.05943
10.024331,24,4070.689817
1.796089,7,4070.885941
1.362006,6,4071.072555
6.869657,15,4071.470474
0.830512,5,4071.603501
-0.690304,2,4071.66316
-0.514996,2,4071.722667
-0.35228,4,4071.832184
-1.361043,1,4071.86119
9.842567,22,4072.405446
-0.78899,3,4072.498965
12.422783,18,4073.016675
11.37561,22,4073.63004
9.665102,22,4074.258707
0.446014,6,4074.43983
-0.700079,2,4074.500342
10.54525,22,4075.028311
0.860605,6,4075.207334
1.467782,6,4075.39003
9.29771,24,4075.921655
2.381947,9,4076.140316
5.068202,11,4076.439362
-0.043407,3,4076.510509
0.06349,5,4076.647011
-0.058841,3,4076.72453
0.647845,7,4076.913252
0.897236,8,4077.156882
3.022423,13,4077.477585
1.640063,7,4077.664209
1.341777,6,4077.806233
9.784821,22,4078.377987
1.175283,9,4078.645118
12.329777,20,4079.127445
-1.456431,1,4079.157061
10.324281,18,4079.541176
2.610473,10,4079.818787
-1.13705,1,4079.851789
4.233929,16,4080.261086
10.97333,19,4080.701352
-0.849929,3,4080.779862
3.730921,15,4081.12553
11.045074,20,4081.668674
10.410732,22,4082.186962
-0.859735,2,4082.244962
10.254236,21,4082.759747
7.031969,15,4083.202944
0.774467,5,4083.347599
0.357799,4,4083.477117
2.238016,11,4083.764987
0.894618,5,4083.906002
11.125624,20,4084.435706
1.142296,8,4084.652729
11.690901,19,4085.221387
10.698731,21,4085.742146
0.391618,6,4085.88618
-0.700401,2,4085.940279
9.545094,21,4086.464688
0.392769,4,4086.587266
1.302073,5,4086.739453
10.596791,20,4087.190164
0.111563,6,4087.350355
9.690843,21,4087.92683
4.385873,15,4088.334087
-0.428079,4,4088.427268
-0.759636,2,4088.482273
-1.16962,2,4088.540734
10.382369,23,4089.152946
-1.206089,1,4089.180949
8.410324,20,4089.755366
11.420735,22,4090.346006
-0.788608,2,4090.393518
-0.133025,4,4090.491087
10.045365,20,4090.985428
12.489987,22,4091.610659
9.444325,24,4092.200911
2.554758,12,4092.52004
10.188725,23,4093.193751
2.574545,7,4093.382267
1.496402,6,4093.572319
0.553711,5,4093.725335
-1.213252,1,4093.755336
1.189245,8,4093.986395
10.24722,18,4094.574565
9.83965,21,4095.08398
10.004797,24,4095.601593
0.446014,6,4095.77775
3.287851,11,4096.108793
-0.630082,4,4096.227328
9.728539,21,4096.732605
2.314108,7,4096.902635
1.970759,7,4097.094678
11.56666,22,4097.627276
10.434242,22,4098.238741
-0.180132,3,4098.312254
11.731787,21,4098.777599
11.220501,19,4099.264219
11.070854,19,4099.813191
11.288797,21,4101.103651
-1.016953,2,4101.150651
-1.206544,1,4101.176653
-0.064037,5,4101.308675
-1.206274,1,4101.337186
-0.401875,4,4101.444698
1.453143,10,4101.720383
10.397822,17,4102.112203
-0.83591,3,4102.188211
10.349258,20,4102.755871
-0.837435,3,4102.841381
11.185425,17,4103.285305
-1.206064,1,4103.319816
9.66255,22,4103.892934
-1.357079,1,4103.927935
-1.211261,1,4103.959987
10.844856,23,4104.614666
-0.597547,2,4104.677264
8.575954,22,4105.34224
10.707987,19,4105.85497
0.3591,4,4105.980493
9.729698,21,4106.590605
8.711941,22,4107.156077
2.283868,8,4107.384115
6.920285,18,4107.868933
-0.013939,6,4108.027962
10.025544,23,4108.666185
9.590016,24,4109.292711
1.699028,6,4109.441224
9.930547,23,4110.09157
2.779682,12,4110.422627
0.574754,6,4110.591846
10.759238,21,4111.143543
10.36024,23,4111.762233
9.547131,23,4112.337893
1.449004,9,4112.552917
-0.330372,3,4112.625425
10.266244,23,4113.185705
4.372451,15,4113.590768
10.026428,21,4114.077946
8.883528,24,4114.759681
5.451617,13,4115.095726
11.166458,21,4115.678325
9.752,20,4116.237925
9.739941,20,4116.763272
0.052942,4,4116.874816
7.724985,18,4117.293942
4.213947,14,4117.655649
10.322502,21,4118.186673
0.567305,4,4118.308051
3.679916,9,4118.537115
9.994771,23,4119.056673
4.541691,17,4119.466805
-0.290952,3,4119.557063
6.436263,16,4120.042526
-1.02645,3,4120.134038
11.927755,19,4120.607333
0.612672,8,4120.865365
-1.207424,1,4120.897882
10.043759,22,4121.527314
0.684897,4,4121.638832
5.437258,18,4122.097556
0.492965,4,4122.223653
2.074431,6,4122.419679
11.064808,18,4122.962473
10.91728,20,4123.450748
10.934129,23,4124.052806
6.365905,16,4124.548623
9.484898,23,4125.248868
2.881831,8,4125.492891
9.059849,23,4126.176108
11.144601,23,4126.73299
0.230204,5,4126.85951
2.698707,8,4127.054541
-1.36262,1,4127.085544
4.600729,18,4127.557342
9.567821,20,4128.089523
11.084643,21,4128.567258
-1.166349,1,4128.595261
9.731545,24,4129.24548
11.789179,21,4129.798348
9.468374,21,4130.263712
-0.49505,3,4130.335808
4.496939,14,4130.734252
9.103787,23,4131.317096
10.59851,23,4131.985951
0.889026,8,4132.176537
1.144226,10,4132.436643
0.007933,3,4132.532367
1.458026,9,4132.772607
10.425282,22,4133.381028
9.870787,21,4133.865853
8.896932,24,4134.571658
-0.215634,6,4134.758847
10.301976,23,4135.350719
0.108181,6,4135.519763
-0.705775,2,4135.573216
9.264061,24,4136.160083
8.863004,23,4136.751004
-0.838864,2,4136.79701
10.31917,22,4137.338795
9.598669,23,4137.896025
5.481591,15,4138.325493
-0.065007,3,4138.408001
9.690847,20,4138.898882
10.173194,18,4139.367665
11.011451,19,4139.925747
5.512869,16,4140.338587
-0.484923,3,4140.432197
8.176775,15,4140.837849
11.798988,21,4141.361071
5.418514,12,4141.646242
9.916258,18,4142.1261
-0.493165,3,4142.210611
1.082859,5,4142.383398
9.520946,23,4142.927258
2.098086,10,4143.17395
0.048129,4,4143.26931
6.223928,14,4143.617998
-1.211669,1,4143.646
8.699481,23,4144.258929
10.175412,21,4144.79425
10.607208,20,4145.38762
-1.014956,2,4145.44414
2.932872,13,4145.855205
-1.205449,1,4145.884206
0.21151,4,4145.982715
9.726601,24,4146.585988
10.419216,22,4147.12041
9.440509,23,4147.719341
9.268912,24,4148.338883
12.201949,22,4148.993494
-0.13009,5,4149.128556
2.011542,8,4149.329474
9.216376,23,4149.927695
1.878507,9,4150.176735
11.803612,20,4150.772783
9.941873,21,4151.288432
10.400104,20,4151.84311
10.830712,17,4152.272333
9.591515,23,4152.782445
5.073208,12,4153.048583
0.356598,4,4153.1721
0.280271,5,4153.304159
0.300982,4,4153.410676
3.968821,14,4153.756609
9.365005,24,4154.39666
10.611596,19,4154.931457
0.933715,5,4155.072092
10.016906,21,4156.337216
0.832307,7,4156.544253
0.462248,4,4156.670408
2.33471,10,4156.949596
9.70695,24,4157.541789
-0.689181,3,4157.620301
0.282765,4,4157.746819
0.022685,5,4157.893225
10.847783,18,4158.331006
10.703031,22,4158.913386
0.866486,8,4159.112105
5.397417,15,4159.506735
9.781471,23,4160.166849
2.09531,10,4160.473411
1.170364,9,4160.705301
1.843552,6,4160.848324
9.696721,23,4161.442941
-0.395412,3,4161.535461
9.639318,22,4162.048188
10.594643,21,4162.574288
0.158051,6,4162.765908
-0.703703,2,4162.82342
10.120933,21,4163.351548
9.978914,20,4163.798594
0.873054,8,4164.011133
9.560957,24,4164.658284
9.90727,21,4165.227916
-1.207082,1,4165.258916
9.984221,21,4165.847321
0.810019,8,4166.068352
-1.001735,2,4166.128868
11.470152,20,4166.657066
2.831582,10,4166.905087
-0.701783,2,4166.972622
2.666329,9,4167.201754
0.436118,4,4167.306273
-0.096617,4,4167.431303
4.044214,12,4167.790741
1.023535,9,4168.021678
-0.706507,2,4168.072681
2.757154,8,4168.276729
8.937671,23,4168.787446
11.6053,21,4169.339721
0.91367,8,4169.538361
4.319169,15,4169.944267
9.898376,23,4170.471239
0.004054,5,4170.620267
0.829041,5,4170.78634
0.319813,7,4170.983764
6.25302,17,4171.446838
6.865275,14,4171.821413
9.730801,21,4172.479394
2.362624,11,4172.795941
6.161952,15,4173.204197
10.932727,22,4173.822952
2.16037,9,4174.069149
11.142451,20,4174.600816
0.604558,7,4174.792848
2.181344,7,4175.011578
1.832882,10,4175.32013
8.307869,24,4175.915597
10.70731,19,4176.438428
-0.706984,2,4176.500428
4.196792,12,4176.813981
11.503756,21,4177.423551
10.415061,23,4177.926654
1.441746,7,4178.099977
10.822182,18,4178.567403
1.683571,10,4178.880961
1.373302,9,4179.132486
9.295285,24,4179.763149
11.474005,23,4180.30956
10.005723,19,4180.881647
-1.206801,1,4180.915652
1.121619,5,4181.066684
-0.197182,3,4181.13819
10.190077,22,4181.635997
0.607047,5,4181.773513
10.057805,21,4182.323854
1.276284,5,4182.46001
1.755556,11,4182.732296
-0.138184,4,4182.8263
11.37746,19,4183.275877
11.425723,21,4183.858662
-0.082636,3,4183.93318
4.596085,12,4184.257726
9.338092,22,4184.768412
10.151333,20,4185.273745
9.710906,22,4185.797403
1.061386,6,4185.957271
10.461775,21,4186.447024
2.614037,7,4186.668747
-1.358695,1,4186.698748
9.110865,23,4187.299269
9.451246,23,4189.575265
10.562082,19,4190.079571
10.443275,22,4191.076023
2.785184,9,4191.435855
9.602511,24,4192.210048
9.635758,23,4193.002293
-0.679787,3,4193.14707
9.50997,23,4193.925839
9.504452,17,4194.634238
4.656665,14,4195.144209
3.973941,14,4195.589793
4.362301,16,4196.059606
0.79952,5,4196.210122
2.000068,6,4196.387737
1.696696,8,4196.630952
9.576589,24,4197.327933
0.583179,8,4197.571731
10.252926,20,4198.249288
8.47069,22,4198.822951
10.57782,24,4199.501529
-0.705053,2,4199.574052
11.00477,20,4200.03807
9.648484,23,4200.58868
8.574232,15,4201.051007
9.384481,21,4201.69488
6.804992,14,4202.109224
5.266614,12,4202.518935
9.394736,23,4203.140106
10.434895,18,4203.720286
2.65283,10,4203.962949
1.582882,10,4204.281011
10.073847,19,4204.908128
0.632831,5,4205.057675
11.462465,19,4205.506168
9.100934,24,4206.267682
6.151906,13,4206.670295
0.059294,5,4206.812807
10.348156,19,4207.291281
10.460007,22,4207.966757
1.059581,6,4208.173273
-0.235852,5,4208.323791
4.27204,13,4208.823534
10.713706,22,4209.444743
9.990936,22,4210.062382
2.424481,8,4210.295311
6.780526,13,4210.687061
1.025654,6,4210.864702
10.435928,22,4211.508454
1.743599,10,4211.791006
11.727347,22,4212.418211
11.541029,21,4213.076602
9.301617,23,4213.739236
1.011036,5,4213.912271
2.594167,10,4214.237922
4.103988,15,4214.72259
10.79524,22,4216.195106
-0.286232,4,4216.384137
11.210203,17,4216.954091
2.768959,10,4217.249002
-1.005544,2,4217.312004
10.009713,21,4217.891711
1.38872,6,4218.069203
9.227284,22,4218.740539
1.956141,8,4219.009225
-0.350188,4,4219.108736
9.665835,17,4219.62183
1.342846,9,4219.881991
-0.856897,2,4219.941993
-0.044341,3,4220.021499
0.368023,4,4220.160536
-1.01322,2,4220.226975
0.631589,7,4220.456701
10.001999,24,4221.117439
6.346735,15,4221.512606
-1.143302,1,4221.553126
3.039041,9,4221.925241
-0.18183,3,4222.047863
2.11521,7,4222.290891
7.073018,20,4223.038425
-0.279965,4,4223.177454
0.869797,6,4223.375528
8.146061,23,4224.055892
9.251381,23,4224.756584
10.122943,21,4225.532011
-0.111287,3,4225.660683
0.221628,4,4225.83386
2.739618,8,4226.156021
11.068726,20,4226.930227
9.384607,21,4227.873343
10.865391,19,4228.55614
-0.220122,5,4228.719838
9.932395,24,4229.502197
10.492531,22,4230.33554
-0.324068,3,4230.427057
-0.642324,3,4230.538576
4.910596,11,4230.852123
10.053571,21,4231.654817
9.991042,23,4232.55812
10.708274,20,4233.234316
11.82908,20,4234.044491
-1.000687,2,4234.143002
0.354271,4,4234.345035
4.504487,10,4234.73315
2.581622,10,4235.112905
-0.701447,2,4235.196972
2.258335,10,4235.681305
2.245799,12,4236.183141
2.683436,12,4236.643073
9.256052,24,4237.61039
2.400368,9,4237.924633
-0.147961,4,4238.05419
0.916038,5,4238.209207
9.318515,23,4239.153105
5.659071,19,4239.853686
9.584947,23,4240.57425
10.289626,20,4241.381676
10.165196,23,4242.366461
3.197773,13,4242.799539
-0.107742,4,4242.989583
10.965503,22,4243.738077
9.807856,19,4244.452327
11.202434,20,4245.263121
3.285229,13,4245.805877
10.034435,22,4246.58009
9.9454,20,4247.375236
9.788241,18,4248.054031
9.819625,20,4248.856483
9.313642,22,4249.674296
10.417485,19,4250.578941
1.411005,8,4250.888109
-0.369044,5,4251.07878
9.271323,23,4252.068908
11.589852,22,4252.951175
4.368474,10,4253.326187
1.313148,9,4253.713973
11.941052,19,4254.354308
11.625385,20,4255.245563
4.820814,16,4255.876944
9.544303,24,4256.7413
-0.100178,4,4256.907335
0.321436,6,4257.136364
0.36392,4,4257.27239
5.168238,15,4257.871109
12.136147,16,4258.505203
9.164386,22,4259.403224
10.817409,21,4260.316722
0.313089,4,4260.465861
0.360892,4,4260.60823
9.687394,22,4261.526474
1.904361,9,4261.866514
0.324382,7,4262.099638
10.969455,22,4262.885375
11.459012,20,4263.651088
9.718416,23,4264.638885
11.242861,18,4265.240057
-0.308307,9,4265.633726
7.670507,15,4266.174928
-0.149785,3,4266.279566
10.503489,18,4266.919396
11.115066,23,4267.896813
0.697286,6,4268.157609
3.384567,9,4268.503931
8.394796,15,4269.203339
-0.292456,4,4269.362438
11.360087,22,4270.120324
-0.859681,2,4270.208941
0.573975,7,4270.534354
12.575987,18,4271.194307
5.099613,18,4271.7541
0.745897,8,4272.106427
9.637993,22,4272.857615
9.546529,20,4273.461253
10.06242,22,4274.345075
-0.187749,3,4274.444594
13.105824,18,4275.069501
11.295773,23,4276.012758
1.509059,9,4276.310442
10.681754,22,4277.185211
0.425149,4,4277.35626
9.802859,23,4278.230217
6.514542,13,4278.701851
1.463211,9,4279.017933
10.820792,21,4279.733143
9.22639,22,4280.463539
0.549402,7,4280.765839
10.341927,23,4281.51263
-0.342771,3,4281.636143
0.870082,6,4281.837741
-1.358907,1,4281.885747
2.802317,9,4282.331
10.768294,23,4283.225077
0.336005,4,4283.401273
9.724493,20,4284.259715
11.818926,20,4285.019538
11.835581,17,4285.596197
10.884072,22,4286.511826
9.545064,22,4287.407027
1.68637,8,4287.675312
10.101946,23,4288.399248
8.903304,23,4289.172364
3.13485,9,4289.605304
-0.705771,2,4289.691942
10.169003,20,4290.499182
2.418008,9,4290.835727
0.213613,3,4290.982276
0.998961,7,4291.306345
6.315729,17,4292.005794
1.472629,8,4292.306616
9.757947,22,4293.829443
-1.02009,2,4293.902515
0.228712,4,4294.044039
1.184506,9,4294.461043
3.256896,9,4294.925799
3.880114,15,4295.397645
9.908443,21,4296.144082
10.668448,22,4297.047891
9.012911,23,4297.825167
0.312055,5,4298.065321
10.362163,19,4298.812669
4.409133,15,4299.53107
10.268716,22,4300.258003
10.473035,22,4301.227696
10.09688,23,4301.965836
9.557942,21,4302.830106
-0.189752,6,4303.040979
0.252328,7,4303.309837
11.038788,22,4304.143893
10.816455,23,4304.89099
0.648315,6,4305.074854
9.45399,22,4305.867775
0.738871,6,4306.132133
-0.479559,3,4306.246609
0.916968,5,4306.422659
9.816872,23,4307.290657
10.865228,18,4307.982261
1.366969,8,4308.239806
5.492274,16,4308.882037
-1.167456,2,4308.987552
-0.176624,3,4309.136575
12.193468,20,4309.891474
11.958144,20,4310.810064
4.09263,15,4311.329636
1.012634,7,4311.633368
10.456451,23,4312.639583
10.385437,22,4313.472462
9.483279,22,4314.320265
1.275998,10,4314.726817
-0.702731,2,4314.817349
10.401557,21,4315.580021
10.128697,23,4316.424195
1.602131,9,4316.757041
6.751432,18,4317.402408
-1.204921,1,4317.443919
9.788727,21,4318.287593
10.561521,18,4319.043843
4.661971,12,4319.54037
4.665047,11,4320.04607
2.030301,9,4320.358608
9.249089,23,4321.267386
-0.179809,3,4321.360413
4.607422,17,4322.078739
3.071583,11,4322.454348
0.777223,7,4322.690379
9.1218,23,4323.518695
0.222142,4,4323.670291
11.047088,23,4324.436919
2.807303,11,4324.912698
2.518069,11,4325.330418
-0.708613,2,4325.396416
4.023943,10,4325.751581
10.390643,22,4326.572778
4.729333,16,4327.135411
0.586792,4,4327.285552
-0.211266,3,4327.39707
-0.278797,4,4327.586277
1.061368,7,4327.936488
10.029384,21,4328.778459
9.69956,20,4329.592771
-0.632948,2,4329.670283
9.776186,21,4330.469253
-0.095921,3,4330.581975
6.798725,19,4331.27418
-0.331588,3,4331.421238
-0.185327,3,4331.55675
10.678417,17,4332.166997
-0.113059,4,4332.327024
-0.066393,5,4332.571064
-0.337879,5,4332.842319
0.221007,4,4333.010842
6.643592,15,4333.607307
11.044547,18,4334.202219
1.530143,7,4334.482399
1.455406,11,4334.897518
4.941467,15,4335.383971
10.322631,24,4336.413863
1.749047,10,4336.731546
7.709414,16,4337.376703
9.909399,24,4338.242653
1.900977,8,4338.50068
9.796774,23,4339.338583
-0.503784,3,4339.4591
0.608431,5,4339.641727
3.487992,9,4339.97104
-0.70289,2,4340.046644
0.060556,4,4340.171162
10.069391,22,4340.997938
